product_id,category,price,brand,avg_rating
2530,Beauty,625.29,"Figueroa, Armstrong and Rodriguez",4.5
2531,Electronics,571.53,Lee Inc,1.6
2532,Home & Kitchen,622.56,Chase-Nguyen,4.4
2533,Clothing,205.31,White LLC,5.0
2534,Electronics,398.16,Hardy Inc,3.9
2535,Toys,44.26,"Turner, Davis and Obrien",4.1
2536,Beauty,478.17,"Turner, Davis and Obrien",5.0
2537,Electronics,545.31,"Edwards, Robinson and Shannon",3.4
2538,Sports,231.61,Lee Inc,2.2
2539,Beauty,964.21,Valdez Group,4.4
2540,Home & Kitchen,909.91,"Mccormick, Boone and Hubbard",3.5
2541,Toys,723.53,"Blankenship, Russo and Walker",3.3
2542,Health,535.72,Scott-Brown,2.0
2543,Automotive,870.62,"Miller, Oconnell and Lynch",4.0
2544,Automotive,135.0,"Shields, Thompson and Brown",1.3
2545,Automotive,791.56,Pruitt Group,4.7
2546,Clothing,129.2,"Powers, Henry and Mitchell",2.3
2547,Home & Kitchen,795.24,Boyd PLC,1.5
2548,Toys,279.39,"Edwards, Robinson and Shannon",2.8
2549,Beauty,877.71,"Pitts, Whitaker and Jackson",1.2
2550,Clothing,944.32,Roberts and Sons,3.7
2551,Home & Kitchen,153.05,Chapman Ltd,4.6
2552,Health,465.36,Hess-Mullins,4.3
2553,Sports,981.08,Duarte PLC,1.5
2554,Toys,485.99,Becker-Cabrera,1.5
2555,Automotive,864.23,Pruitt Group,4.3
2556,Electronics,590.79,Nelson Ltd,4.7
2557,Toys,378.45,"Mccormick, Boone and Hubbard",2.8
2558,Food,289.35,Pena Ltd,3.0
2559,Home & Kitchen,207.21,"Anderson, Soto and Dixon",2.3
2560,Books,762.99,Valdez Group,4.6
2561,Health,389.61,"Powers, Henry and Mitchell",3.6
2562,Sports,513.72,"Edwards, Robinson and Shannon",2.2
2563,Health,494.86,Salinas LLC,2.2
2564,Toys,579.39,Valdez Group,4.6
2565,Books,866.25,"Mccormick, Boone and Hubbard",1.1
2566,Food,980.84,"Coleman, Mason and Smith",2.3
2567,Beauty,410.55,Hardy Inc,3.2
2568,Electronics,828.38,Moreno Group,1.6
2569,Books,765.71,Hardy Inc,1.4
2570,Home & Kitchen,575.66,"Blankenship, Russo and Walker",4.3
2571,Automotive,956.27,"Turner, Davis and Obrien",4.6
2572,Food,204.47,"Blankenship, Russo and Walker",4.3
2573,Electronics,113.72,White LLC,4.6
2574,Sports,854.69,Pruitt Group,3.2
2575,Automotive,441.95,Young-Richards,4.2
2576,Toys,847.73,Scott-Brown,2.5
2577,Books,893.62,Vasquez-Gomez,3.7
2578,Electronics,67.15,Jones-Nolan,5.0
2579,Clothing,884.05,"Pitts, Whitaker and Jackson",1.9
2580,Beauty,451.08,Cooper PLC,2.6
2581,Beauty,512.88,"Shields, Thompson and Brown",2.9
2582,Food,628.46,Jones-Nolan,1.6
2583,Sports,926.75,"Edwards, Robinson and Shannon",1.3
2584,Food,24.02,"Anderson, Soto and Dixon",4.3
2585,Clothing,479.46,York-Barnett,4.9
2586,Home & Kitchen,689.28,Pena Ltd,2.6
2587,Sports,724.09,Vasquez-Gomez,1.4
2588,Health,694.07,Donaldson-Jones,1.3
2589,Home & Kitchen,138.76,"Mccormick, Boone and Hubbard",4.6
2590,Sports,302.9,Boyd PLC,2.9
2591,Sports,361.92,Ramirez and Sons,2.3
2592,Clothing,805.42,Nelson Ltd,2.9
2593,Toys,282.37,Roberts and Sons,2.3
2594,Clothing,214.65,York-Barnett,3.0
2595,Sports,957.66,Taylor-Hughes,4.4
2596,Electronics,13.82,Boyd PLC,3.4
2597,Home & Kitchen,997.83,Valdez Group,3.8
2598,Clothing,678.44,Holmes-Madden,2.5
2599,Toys,829.33,"Pitts, Whitaker and Jackson",4.0
2600,Books,298.15,"Livingston, Jones and Arnold",3.7
2601,Food,19.24,"Cunningham, Bennett and Abbott",1.5
2602,Sports,739.18,Taylor-Hughes,3.3
2603,Health,834.97,"Turner, Davis and Obrien",2.0
2604,Books,741.77,"Figueroa, Armstrong and Rodriguez",4.2
2605,Beauty,147.14,Hardy Inc,2.7
2606,Automotive,754.66,Chase-Nguyen,5.0
2607,Toys,770.08,Pena Ltd,1.4
2608,Health,660.25,York-Barnett,4.1
2609,Automotive,767.29,Pena Ltd,3.7
2610,Toys,846.69,Hess-Mullins,4.1
2611,Electronics,615.54,Hardy Inc,2.2
2612,Food,93.16,"Livingston, Jones and Arnold",3.0
2613,Books,490.19,Hall LLC,4.2
2614,Home & Kitchen,82.26,Griffin-Chase,1.9
2615,Toys,410.51,Vasquez-Gomez,1.9
2616,Home & Kitchen,410.07,"Blankenship, Russo and Walker",3.2
2617,Food,70.68,King-Wilson,3.1
2618,Sports,352.08,Villarreal Ltd,2.1
2619,Beauty,115.44,Nelson Ltd,2.2
2620,Books,809.19,Moreno Group,2.1
2621,Food,947.95,Taylor-Hughes,4.1
2622,Food,76.95,Chapman Ltd,3.6
2623,Electronics,955.34,Moreno Group,4.3
2624,Automotive,524.96,Duarte PLC,4.9
2625,Beauty,303.07,Moreno Group,2.9
2626,Books,81.48,Salinas LLC,1.3
2627,Sports,503.12,Scott-Brown,1.2
2628,Sports,795.54,Hall LLC,2.2
2629,Clothing,708.55,Roberts and Sons,4.7
2630,Food,54.97,Pruitt Group,3.1
2631,Toys,77.54,Pruitt Group,2.1
2632,Electronics,405.86,Valdez Group,2.6
2633,Beauty,298.81,"Edwards, Robinson and Shannon",3.4
2634,Sports,236.22,"Shields, Thompson and Brown",3.6
2635,Books,284.6,"Shields, Thompson and Brown",1.6
2636,Clothing,804.47,Duarte PLC,4.9
2637,Books,929.58,Mcdaniel Group,3.2
2638,Electronics,408.08,"Figueroa, Armstrong and Rodriguez",1.5
2639,Toys,906.58,Scott-Brown,4.6
2640,Clothing,324.89,"Mccormick, Boone and Hubbard",1.3
2641,Clothing,479.05,Hall LLC,4.6
2642,Automotive,229.9,"Livingston, Jones and Arnold",5.0
2643,Beauty,642.27,Villarreal Ltd,3.8
2644,Clothing,979.09,"Edwards, Robinson and Shannon",4.1
2645,Automotive,605.48,"Beck, Cuevas and Navarro",2.3
2646,Automotive,361.03,Duarte PLC,4.8
2647,Electronics,649.58,Villarreal Ltd,3.1
2648,Home & Kitchen,127.31,Griffin-Chase,3.9
2649,Books,889.22,"Powers, Henry and Mitchell",4.7
2650,Toys,505.57,"Pitts, Whitaker and Jackson",4.9
2651,Health,452.1,"Anderson, Soto and Dixon",4.3
2652,Books,587.94,Young-Solomon,2.2
2653,Clothing,626.66,Becker-Cabrera,4.9
2654,Toys,76.42,"Blankenship, Russo and Walker",3.5
2655,Sports,684.2,Young-Solomon,4.7
2656,Home & Kitchen,245.72,"Blankenship, Russo and Walker",3.7
2657,Sports,715.38,"Shields, Thompson and Brown",2.2
2658,Sports,823.42,Franco and Sons,2.5
2659,Beauty,804.94,"Shields, Thompson and Brown",3.2
2660,Books,554.74,Valdez Group,4.2
2661,Health,522.57,"Pitts, Whitaker and Jackson",2.3
2662,Electronics,147.16,Pena Ltd,3.3
2663,Health,776.47,King-Wilson,2.4
2664,Sports,275.05,"Miller, Oconnell and Lynch",4.3
2665,Clothing,499.21,Salinas LLC,2.9
2666,Home & Kitchen,287.85,Cooper PLC,1.3
2667,Food,138.16,Nelson Ltd,1.7
2668,Health,631.41,Chase-Nguyen,1.2
2669,Sports,59.06,Chapman Ltd,3.0
2670,Home & Kitchen,749.9,Mcdaniel Group,1.4
2671,Toys,321.0,Holmes-Madden,1.5
2672,Books,5.13,"Mccormick, Boone and Hubbard",4.8
2673,Automotive,513.57,"Mccormick, Boone and Hubbard",4.5
2674,Beauty,51.62,Young-Richards,2.8
2675,Home & Kitchen,279.79,"Pitts, Whitaker and Jackson",4.9
2676,Clothing,708.44,Griffin-Chase,1.0
2677,Clothing,67.38,Hess-Mullins,3.5
2678,Home & Kitchen,840.14,Wilson-Pacheco,3.5
2679,Clothing,8.8,"Coleman, Mason and Smith",2.8
2680,Books,250.59,Taylor-Hughes,2.6
2681,Clothing,742.2,"Coleman, Mason and Smith",2.8
2682,Health,319.69,Duarte PLC,2.7
2683,Automotive,106.38,"Cook, Williams and Reynolds",3.9
2684,Clothing,363.43,Pena Ltd,1.5
2685,Automotive,274.04,Roberts and Sons,1.8
2686,Sports,843.5,Franco and Sons,1.7
2687,Electronics,316.78,Taylor-Hughes,2.0
2688,Books,789.99,Chapman Ltd,3.1
2689,Electronics,892.41,Hess-Mullins,1.4
2690,Sports,436.65,King-Wilson,4.5
2691,Books,910.39,"Pitts, Whitaker and Jackson",2.2
2692,Home & Kitchen,380.43,"Cunningham, Bennett and Abbott",1.7
2693,Home & Kitchen,964.26,"Mccormick, Boone and Hubbard",3.7
2694,Automotive,93.84,"Mullen, Gilbert and Lewis",1.2
2695,Sports,688.58,"Miller, Oconnell and Lynch",3.5
2696,Automotive,496.34,"Beck, Cuevas and Navarro",3.8
2697,Beauty,390.71,Boyd PLC,1.9
2698,Clothing,634.55,Hess-Mullins,1.2
2699,Food,705.34,Ramirez and Sons,2.5
2700,Beauty,9.34,"Miller, Oconnell and Lynch",1.4
2701,Clothing,171.12,Pruitt Group,1.5
2702,Books,714.48,Hardy Inc,2.0
2703,Automotive,668.05,Chase-Nguyen,2.2
2704,Books,966.22,Pruitt Group,3.1
2705,Books,762.23,Salinas LLC,3.7
2706,Clothing,951.02,Young-Solomon,3.4
2707,Sports,704.03,"Powers, Henry and Mitchell",1.6
2708,Clothing,301.56,"Edwards, Robinson and Shannon",1.7
2709,Toys,109.84,Roberts and Sons,4.5
2710,Home & Kitchen,782.91,Scott-Brown,3.2
2711,Home & Kitchen,645.93,"Cook, Williams and Reynolds",4.5
2712,Beauty,52.95,Young-Solomon,2.5
2713,Home & Kitchen,363.25,Boyd PLC,3.5
2714,Clothing,957.02,Cooper PLC,3.1
2715,Health,502.9,"Coleman, Mason and Smith",2.3
2716,Automotive,435.57,Duarte PLC,2.9
2717,Clothing,460.41,Jones-Nolan,3.0
2718,Clothing,212.84,Vasquez-Gomez,1.8
2719,Food,371.86,Cooper PLC,2.3
2720,Automotive,372.96,"Pitts, Whitaker and Jackson",4.2
2721,Toys,57.09,Mcdaniel Group,4.7
2722,Home & Kitchen,768.73,"Blankenship, Russo and Walker",2.4
2723,Automotive,419.42,Valdez Group,2.2
2724,Home & Kitchen,823.07,Cooper PLC,1.8
2725,Beauty,851.1,"Cunningham, Bennett and Abbott",3.7
2726,Automotive,215.93,Vasquez-Gomez,2.3
2727,Home & Kitchen,659.07,"Mccormick, Boone and Hubbard",5.0
2728,Toys,474.92,Hall LLC,2.3
2729,Electronics,880.76,Salinas LLC,2.6
2730,Books,219.66,"Anderson, Soto and Dixon",3.4
2731,Books,679.42,"Cunningham, Bennett and Abbott",4.2
2732,Toys,609.71,Scott-Brown,2.9
2733,Food,298.82,King-Wilson,2.7
2734,Electronics,140.92,Scott-Brown,5.0
2735,Beauty,653.38,"Shields, Thompson and Brown",1.0
2736,Toys,739.9,Boyd PLC,4.6
2737,Books,319.05,"Cunningham, Bennett and Abbott",1.6
2738,Books,646.61,Chapman Ltd,4.1
2739,Books,398.16,Young-Solomon,3.5
2740,Sports,714.64,Vasquez-Gomez,2.4
2741,Toys,203.22,White LLC,4.5
2742,Clothing,890.76,Wilson-Pacheco,1.1
2743,Beauty,290.97,"Beck, Cuevas and Navarro",1.9
2744,Books,370.95,"Anderson, Soto and Dixon",3.3
2745,Home & Kitchen,62.8,"Pitts, Whitaker and Jackson",2.4
2746,Toys,115.95,Nelson Ltd,3.4
2747,Sports,518.28,"Pitts, Whitaker and Jackson",1.1
2748,Toys,271.25,"Mccormick, Boone and Hubbard",1.5
2749,Beauty,836.3,Jones-Nolan,1.5
2750,Sports,19.62,"Cunningham, Bennett and Abbott",1.8
2751,Beauty,382.2,"Blankenship, Russo and Walker",2.8
2752,Toys,340.66,Hall LLC,4.0
2753,Clothing,24.23,"Mullen, Gilbert and Lewis",4.6
2754,Beauty,128.75,King-Wilson,4.3
2755,Sports,416.57,Mcdaniel Group,1.8
2756,Sports,495.4,"Turner, Davis and Obrien",2.8
2757,Beauty,407.27,Ramirez and Sons,1.8
2758,Health,533.28,Young-Richards,2.1
2759,Toys,597.16,Hardy Inc,3.0
2760,Health,14.87,"Turner, Davis and Obrien",1.3
2761,Food,466.77,Jones-Nolan,1.9
2762,Toys,963.68,"Edwards, Robinson and Shannon",4.7
2763,Beauty,521.44,Mcdaniel Group,2.9
2764,Electronics,679.15,Jones-Nolan,2.8
2765,Beauty,315.3,Ramirez and Sons,1.1
2766,Health,775.12,"Coleman, Mason and Smith",2.0
2767,Clothing,774.06,Boyd PLC,4.5
2768,Beauty,523.69,"Turner, Davis and Obrien",1.7
2769,Beauty,976.13,Griffin-Chase,2.7
2770,Clothing,129.92,Wilson-Pacheco,1.1
2771,Beauty,21.86,Scott-Brown,2.9
2772,Books,771.31,"Miller, Oconnell and Lynch",1.1
2773,Electronics,808.12,Donaldson-Jones,4.3
2774,Home & Kitchen,124.61,Pena Ltd,4.3
2775,Electronics,269.25,"Mullen, Gilbert and Lewis",4.2
2776,Beauty,22.46,"Mullen, Gilbert and Lewis",2.1
2777,Books,296.84,King-Wilson,4.3
2778,Toys,774.28,Duarte PLC,3.2
2779,Beauty,520.37,"Beck, Cuevas and Navarro",2.5
2780,Health,351.36,Young-Richards,3.5
2781,Books,374.88,"Anderson, Soto and Dixon",1.0
2782,Clothing,6.35,Moreno Group,1.6
2783,Books,303.3,"Coleman, Mason and Smith",4.0
2784,Clothing,648.23,Young-Solomon,2.0
2785,Food,974.32,Ramirez and Sons,3.4
2786,Home & Kitchen,847.83,White LLC,2.5
2787,Automotive,28.48,Scott-Brown,4.4
2788,Books,899.07,"Pitts, Whitaker and Jackson",4.8
2789,Sports,784.28,Scott-Brown,4.5
2790,Health,781.47,"Powers, Henry and Mitchell",2.1
2791,Beauty,460.71,Cooper PLC,1.8
2792,Health,401.02,"Powers, Henry and Mitchell",2.9
2793,Electronics,306.4,Griffin-Chase,1.0
2794,Automotive,70.37,Scott-Brown,1.1
2795,Electronics,232.09,King-Wilson,3.2
2796,Food,250.37,"Figueroa, Armstrong and Rodriguez",3.1
2797,Automotive,486.66,"Mullen, Gilbert and Lewis",5.0
2798,Automotive,748.71,Griffin-Chase,1.8
2799,Electronics,476.44,Lee Inc,2.0
2800,Clothing,62.56,Ramirez and Sons,1.5
2801,Electronics,958.0,Lee Inc,4.7
2802,Health,943.01,Mcdaniel Group,4.1
2803,Clothing,786.26,Chapman Ltd,4.3
2804,Health,991.37,"Turner, Davis and Obrien",4.6
2805,Food,546.76,Franco and Sons,3.1
2806,Beauty,962.95,Chase-Nguyen,2.8
2807,Toys,80.23,Young-Richards,2.3
2808,Clothing,368.85,Franco and Sons,3.4
2809,Food,229.25,"Mccormick, Boone and Hubbard",2.8
2810,Sports,199.85,Pruitt Group,2.8
2811,Food,145.1,Duarte PLC,4.7
2812,Electronics,624.3,Chapman Ltd,4.9
2813,Electronics,782.42,Chapman Ltd,4.2
2814,Toys,580.41,"Beck, Cuevas and Navarro",4.0
2815,Food,151.23,Becker-Cabrera,3.7
2816,Home & Kitchen,812.07,"Livingston, Jones and Arnold",1.7
2817,Beauty,637.77,Hardy Inc,1.2
2818,Electronics,391.22,"Miller, Oconnell and Lynch",3.8
2819,Toys,675.76,White LLC,3.9
2820,Beauty,263.61,"Beck, Cuevas and Navarro",1.2
2821,Food,348.47,"Coleman, Mason and Smith",4.7
2822,Food,917.9,"Beck, Cuevas and Navarro",1.4
2823,Automotive,294.05,Boyd PLC,2.1
2824,Toys,472.64,"Cook, Williams and Reynolds",3.7
2825,Electronics,890.69,Jones-Nolan,1.7
2826,Home & Kitchen,709.18,"Mccormick, Boone and Hubbard",1.2
2827,Food,66.89,Duarte PLC,2.3
2828,Home & Kitchen,151.57,Pruitt Group,4.1
2829,Food,12.8,"Coleman, Mason and Smith",2.7
2830,Electronics,632.77,"Shields, Thompson and Brown",3.6
2831,Beauty,450.44,Young-Solomon,3.3
2832,Books,138.6,"Blankenship, Russo and Walker",1.1
2833,Beauty,958.14,Pena Ltd,5.0
2834,Food,532.01,Villarreal Ltd,1.2
2835,Health,245.68,"Shields, Thompson and Brown",4.9
2836,Books,503.1,Salinas LLC,3.2
2837,Books,681.22,Salinas LLC,4.9
2838,Home & Kitchen,80.86,"Edwards, Robinson and Shannon",1.5
2839,Toys,278.33,Taylor-Hughes,3.0
2840,Home & Kitchen,807.93,"Anderson, Soto and Dixon",1.7
2841,Home & Kitchen,462.37,Young-Solomon,1.2
2842,Health,548.84,"Edwards, Robinson and Shannon",3.5
2843,Beauty,435.65,Nelson Ltd,1.8
2844,Beauty,48.68,Villarreal Ltd,3.4
2845,Sports,169.92,Scott-Brown,1.4
2846,Food,448.31,Roberts and Sons,2.3
2847,Health,213.14,"Figueroa, Armstrong and Rodriguez",4.1
2848,Sports,54.73,Pruitt Group,2.7
2849,Electronics,844.43,Jones-Nolan,3.5
2850,Food,981.29,Chapman Ltd,3.6
2851,Food,794.18,"Coleman, Mason and Smith",4.4
2852,Automotive,854.52,Roberts and Sons,2.3
2853,Automotive,245.77,Hardy Inc,3.7
2854,Clothing,960.82,Pruitt Group,4.8
2855,Clothing,200.94,Villarreal Ltd,3.9
2856,Home & Kitchen,951.67,"Shields, Thompson and Brown",3.0
2857,Electronics,994.85,"Livingston, Jones and Arnold",3.5
2858,Books,713.16,"Coleman, Mason and Smith",4.0
2859,Books,981.24,Hall LLC,3.4
2860,Automotive,571.69,"Miller, Oconnell and Lynch",1.1
2861,Automotive,263.24,Jones-Nolan,1.8
2862,Automotive,439.81,Chase-Nguyen,4.2
2863,Health,595.59,Hall LLC,2.1
2864,Toys,77.72,Valdez Group,3.9
2865,Clothing,624.23,Becker-Cabrera,2.5
2866,Health,981.27,Boyd PLC,3.1
2867,Beauty,194.16,Cooper PLC,1.3
2868,Books,793.63,Griffin-Chase,1.7
2869,Food,908.36,Wilson-Pacheco,4.8
2870,Clothing,943.98,York-Barnett,4.6
2871,Sports,960.33,"Cunningham, Bennett and Abbott",3.6
2872,Beauty,523.85,"Coleman, Mason and Smith",2.8
2873,Clothing,977.42,Taylor-Hughes,3.7
2874,Health,758.52,Moreno Group,3.5
2875,Electronics,165.86,"Livingston, Jones and Arnold",3.3
2876,Food,479.52,Becker-Cabrera,1.2
2877,Clothing,719.74,Vasquez-Gomez,3.5
2878,Toys,251.1,Roberts and Sons,4.1
2879,Automotive,642.41,"Mccormick, Boone and Hubbard",5.0
2880,Automotive,668.27,Vasquez-Gomez,1.0
2881,Food,166.89,"Shields, Thompson and Brown",3.9
2882,Health,567.26,"Miller, Oconnell and Lynch",3.3
2883,Automotive,772.77,"Coleman, Mason and Smith",2.7
2884,Clothing,501.4,Holmes-Madden,1.5
2885,Sports,17.04,Duarte PLC,2.6
2886,Books,13.99,"Anderson, Soto and Dixon",2.4
2887,Books,360.24,"Livingston, Jones and Arnold",2.2
2888,Beauty,926.56,Moreno Group,3.9
2889,Home & Kitchen,232.53,"Shields, Thompson and Brown",3.8
2890,Electronics,636.19,Hardy Inc,3.4
2891,Food,225.97,"Turner, Davis and Obrien",4.8
2892,Beauty,325.06,"Miller, Oconnell and Lynch",2.4
2893,Home & Kitchen,848.8,Scott-Brown,2.0
2894,Health,730.22,Donaldson-Jones,3.6
2895,Toys,99.92,"Beck, Cuevas and Navarro",1.8
2896,Toys,431.56,Chase-Nguyen,2.3
2897,Electronics,34.02,"Figueroa, Armstrong and Rodriguez",1.9
2898,Automotive,483.49,Donaldson-Jones,1.3
2899,Clothing,664.12,"Coleman, Mason and Smith",4.3
2900,Beauty,122.91,"Beck, Cuevas and Navarro",2.0
2901,Beauty,292.44,Young-Solomon,2.9
2902,Food,400.85,Wilson-Pacheco,1.2
2903,Food,919.93,Mcdaniel Group,3.8
2904,Toys,993.29,"Pitts, Whitaker and Jackson",2.3
2905,Toys,49.69,"Mccormick, Boone and Hubbard",4.0
2906,Sports,762.2,Taylor-Hughes,2.6
2907,Sports,374.87,"Coleman, Mason and Smith",1.8
2908,Automotive,395.5,"Blankenship, Russo and Walker",3.1
2909,Sports,755.49,Taylor-Hughes,1.5
2910,Clothing,918.83,Pruitt Group,2.8
2911,Clothing,951.17,Roberts and Sons,2.3
2912,Beauty,579.24,Pruitt Group,4.6
2913,Books,360.34,"Figueroa, Armstrong and Rodriguez",1.2
2914,Clothing,788.61,Griffin-Chase,3.8
2915,Home & Kitchen,254.75,Pruitt Group,1.7
2916,Toys,566.25,Scott-Brown,2.3
2917,Food,361.79,"Miller, Oconnell and Lynch",2.7
2918,Sports,658.35,Roberts and Sons,4.6
2919,Beauty,244.2,Hardy Inc,2.0
2920,Electronics,195.63,"Shields, Thompson and Brown",1.4
2921,Food,918.65,Mcdaniel Group,2.3
2922,Home & Kitchen,106.29,Holmes-Madden,1.4
2923,Sports,508.43,Pena Ltd,1.5
2924,Home & Kitchen,224.75,"Anderson, Soto and Dixon",3.3
2925,Toys,43.74,Nelson Ltd,1.2
2926,Toys,40.84,Salinas LLC,1.1
2927,Automotive,179.35,"Pitts, Whitaker and Jackson",3.9
2928,Beauty,867.44,Nelson Ltd,2.4
2929,Food,286.07,Taylor-Hughes,1.5
2930,Health,950.71,Villarreal Ltd,2.0
2931,Health,583.71,Chapman Ltd,3.6
2932,Food,439.43,Young-Richards,2.1
2933,Electronics,582.19,Vasquez-Gomez,3.0
2934,Beauty,519.11,"Powers, Henry and Mitchell",1.5
2935,Home & Kitchen,759.98,Young-Solomon,3.4
2936,Electronics,286.08,Wilson-Pacheco,2.3
2937,Books,356.29,Griffin-Chase,3.5
2938,Food,894.62,Chapman Ltd,4.2
2939,Home & Kitchen,946.72,"Edwards, Robinson and Shannon",3.4
2940,Health,893.1,Vasquez-Gomez,2.2
2941,Clothing,422.35,Scott-Brown,2.0
2942,Automotive,781.46,Pena Ltd,2.3
2943,Health,478.95,"Miller, Oconnell and Lynch",1.7
2944,Beauty,500.05,"Pitts, Whitaker and Jackson",1.7
2945,Toys,208.66,"Mullen, Gilbert and Lewis",4.2
2946,Clothing,593.17,Young-Solomon,2.5
2947,Automotive,190.21,Mcdaniel Group,2.7
2948,Automotive,334.91,Pruitt Group,3.4
2949,Books,855.76,"Miller, Oconnell and Lynch",3.4
2950,Books,211.04,Wilson-Pacheco,1.3
2951,Sports,75.8,"Cunningham, Bennett and Abbott",4.3
2952,Health,73.66,"Figueroa, Armstrong and Rodriguez",1.7
2953,Health,941.08,Boyd PLC,3.9
2954,Health,509.39,Griffin-Chase,4.1
2955,Sports,412.37,"Livingston, Jones and Arnold",3.9
2956,Electronics,811.82,Franco and Sons,3.3
2957,Automotive,836.65,Vasquez-Gomez,1.1
2958,Clothing,335.53,Vasquez-Gomez,2.4
2959,Beauty,695.15,Moreno Group,3.4
2960,Automotive,772.27,Moreno Group,2.5
2961,Books,656.38,Donaldson-Jones,4.5
2962,Home & Kitchen,155.84,York-Barnett,2.2
2963,Toys,876.5,Chapman Ltd,2.2
2964,Sports,541.4,Salinas LLC,2.1
2965,Food,286.06,Ramirez and Sons,2.3
2966,Home & Kitchen,428.1,Boyd PLC,3.2
2967,Beauty,42.38,"Powers, Henry and Mitchell",3.8
2968,Health,132.23,Duarte PLC,3.7
2969,Books,766.72,Pruitt Group,4.2
2970,Books,5.01,"Livingston, Jones and Arnold",4.5
2971,Books,419.48,"Mccormick, Boone and Hubbard",4.3
2972,Health,524.9,Moreno Group,1.1
2973,Food,59.36,"Mccormick, Boone and Hubbard",3.9
2974,Sports,973.21,"Mccormick, Boone and Hubbard",1.8
2975,Home & Kitchen,229.99,Holmes-Madden,1.5
2976,Health,307.68,Salinas LLC,3.6
2977,Beauty,307.42,"Livingston, Jones and Arnold",2.3
2978,Sports,234.26,"Pitts, Whitaker and Jackson",1.2
2979,Beauty,6.47,York-Barnett,1.6
2980,Sports,730.7,Pruitt Group,1.0
2981,Food,967.01,"Coleman, Mason and Smith",4.6
2982,Toys,228.17,Villarreal Ltd,1.1
2983,Beauty,664.73,Cooper PLC,1.8
2984,Health,743.19,King-Wilson,2.7
2985,Sports,849.18,"Powers, Henry and Mitchell",2.4
2986,Books,425.52,Salinas LLC,4.6
2987,Automotive,306.42,Hall LLC,1.2
2988,Books,328.67,York-Barnett,3.0
2989,Electronics,714.06,Duarte PLC,3.7
2990,Toys,817.7,"Figueroa, Armstrong and Rodriguez",4.7
2991,Toys,185.71,Young-Solomon,3.5
2992,Books,374.09,"Turner, Davis and Obrien",4.2
2993,Home & Kitchen,902.43,Chase-Nguyen,1.3
2994,Food,807.66,"Cunningham, Bennett and Abbott",2.5
2995,Beauty,984.93,Boyd PLC,2.5
2996,Health,755.48,"Powers, Henry and Mitchell",4.5
2997,Toys,396.23,Hall LLC,1.6
2998,Books,592.68,Holmes-Madden,1.6
2999,Books,662.71,Young-Richards,2.3
3000,Food,83.06,Ramirez and Sons,1.2
